Total score,Job Title,Role Classification,Country of Residence ,"1. Does your company offer health & wellness benefits (i.e. medical insurance coverage, employee and family assistance programs, health/body check-ups, gym membership subsidy, discounts at healthy F&B outlets, subsidy for massage therapy, etc.)? ",2a. Has your company hosted wellness/ fitness/ team building activities/ workshops within the last year?,"2b. If yes to the above, which of the following topics have been covered? (select all that apply)","3. Does your company have a dedicated employee, team, or social committee responsible for company culture?","4a. Does your company support positive social activities led by employees? (i.e. sports teams, fundraisers, bake sales, yoga classes, fitness challenges, after-work social gatherings) ","4b. If yes to the above, could you please list the activities and how your company supported them?","5. Does the company provide online wellness services? (e.g. subscription to fitness/ wellness content library, meditation apps, health/fitness publications, mental health section in newsletter, healthy food ordering app, etc.) ","6a. Does your company provide access to nutritious food & beverages (e.g. daily refilled fruit, bottled mineral water, snack bars, juice, coffee, tea, healthy snack vending machines, etc.) ","6b. If yes to the above, could you please list the food & beverages provided? ","7a. Does your company provide access to health/ wellness facilities? (e.g. gym, open space for movement, meditation room, ideation room, quiet area, social area, digital library, etc.) ","7b. If yes to the above, could you please list the facilities?","8a. Does your company provide access to in-office health/wellness equipment (i.e. standup desk, ergonomic chair, blue light glasses, yoga mat, stability ball, stress balls, noise-cancelling headphones, phone booths)? ","8b. If yes to the above, could you please list the equipment provided? ","9. Share 2 examples of workplace wellness practices your company is currently practicing. (e.g. monthly team building workshops, yoga classes, weekly non-work related check-ins, continuing education opportunities, etc.)  ","10. How does your company measure the level of your health, well-being and vitality? (e.g. health check-ups, surveys, interviews, focus groups, etc.) ",11. Name 2-3 adjectives to describe your company culture. ,"12. Nominate 2 of your colleagues (provide first & last name) who lead / coordinates team activities? (i.e. team socials, dim sum lunch as a team, weekend hiking, sport betting pools, games night, etc.) ","13. Nominate 2 of your colleagues (provide first & last name) who lead by example and/or encourages wellness? (i.e. they are knowledgeable about personal wellness, regularly attends physical activities like yoga, tai chi, fitness classes, encourages healthy eating, etc. *can be the same people as in the previous question.)","14. I experience POSITIVE EMOTION at work ... (e.g. joy, appreciation, confidence, laughter, fun, inspiration, etc.) ","15. I experience ENGAGEMENT at work ... (e.g. focus, concentration, flow state, productivity, connection, etc.) ","16. I experience POSITIVE RELATIONSHIPS at work ... (through positive interactions such as teamwork, respectful communication, acts of service/kindness, supportive discussions, constructive conversations, mentoring sessions, caring gestures, healthy competition, etc.) ","17. I experience MEANINGFULNESS at work ... (e.g. inspired, trusted, respected, purpose, seen and heard, acknowledged, fulfilled, growth, contribution to something greater, etc.) ","18. I experience ACCOMPLISHMENT at work ... (e.g. achievement, satisfaction, completion, attainment, increased self-confidence, increased self-esteem, celebration, etc.) ","19. I experience VITALITY at work ... (i.e. high energy, nourished, energized, excited, motivated, spirited, liveliness, etc.) ",20. How many times per week do you undertake moderate to high intensity PHYSICAL ACTIVITY? (20+ minutes of continuous activity with elevated heart-rate),"21. How many times per week do you SOCIALIZE with colleagues? (e.g. coffee break conversations, lunch, commute, happy hour, events, etc.) ","22. How often do you give QUALITY TIME and attention to your colleagues/peers? (i.e. provide mentorship and guidance, hold space for venting, acts of kindness and thoughtfulness, spend quality non work-related time, etc.) ","23a. How often do you engage in vocational (job-specific) LEARNING? (i.e. online courses, technical workshops, certification/designation educational credits, post-graduate education, etc.)","23b. How often do you engage in personal GROWTH and development learning? (i.e. personal development retreats/events, coaching, personal training, therapy, extra-curricular courses, hobby workshops, book clubs, etc.) ","24. How often do you spend time to take notice of your SURROUNDINGS? (i.e. appreciate things around you, walk in nature, journaling, meditation, observe your thoughts, moments to reflect) ","25. How often do you feel ACKNOWLEDGED? (i.e. rewarded, complemented, recognized, supported, celebrated, awarded, concerned for, etc.) ",26a. Rank the following workshop topics that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6):  *Mark only one oval per row.  [Stress Optimization ],26a. Rank the following workshop topics that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6):  *Mark only one oval per row.  [Mindset Coaching ],26a. Rank the following workshop topics that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6):  *Mark only one oval per row.  [Sleep Strategies ],26a. Rank the following workshop topics that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6):  *Mark only one oval per row.  [Social Wellbeing ],26a. Rank the following workshop topics that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6):  *Mark only one oval per row.  [Leadership & Teamwork ],26a. Rank the following workshop topics that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6):  *Mark only one oval per row.  [Physical Health & Fitness ],26a. Rank the following workshop topics that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6):  *Mark only one oval per row.  [Nutrition & Gut Health],"26b. Rank the following contributors of QWL (Quality of Work Life) that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6) Mark only one oval per row. [Job Satisfaction - Community Environment, Peer Relations, Responsibilities ]","26b. Rank the following contributors of QWL (Quality of Work Life) that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6) Mark only one oval per row. [Work Stress - Workload, People Issues, Support ]","26b. Rank the following contributors of QWL (Quality of Work Life) that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6) Mark only one oval per row. [Financial Reimbursement - Rewards, Pay, Benefits, Recognition ]","26b. Rank the following contributors of QWL (Quality of Work Life) that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6) Mark only one oval per row. [Work Life Balance - Flexible Hours, Work From Home (WFH), Telecommunication, Remote Working, Part-Time options ]","26b. Rank the following contributors of QWL (Quality of Work Life) that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6) Mark only one oval per row. [Working Conditions - Ambiance (lighting, temperature, etc.), Outer Environment (work space, ergonomics, wellness design), Inner Environment (nutrition, wellness, mental health), Culture (diversity, inclusion, respect, fairness) ]","26b. Rank the following contributors of QWL (Quality of Work Life) that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6) Mark only one oval per row. [Motivation - Engagement activities, Continuing Education, Team Building ]","Do you have any final comments, suggestions, or questions about improving the Quality of Work Life at your workplace? ","Do you have any final comments, suggestions, or questions about improving the Quality of Work Life at your workplace?  [Score]",Would you be interested in exploring an Individual or Group Coaching program?
21,"Senior Director , Human Resources ","Senior Management (Associate Director, Director, Senior Director)",Thailand,Yes,No,No activity last year,Yes,Yes,Sport and Hobbies activity,Yes,No,,Yes,Digital library and meditation application,No,,None,Only health check ups,Ensure employee will be highly engaged and motivated.,Sinee Kesdech,Khingpai Viyanut,Most days,Most days,Most days,Half the time,Most days,Half the time,Half the time,Once a week,Half the time,Once a week,Once a week,Most days,Most days,2,1,1,1,2,1,1,1,2,2,1,3,1,Improve physical interaction,1,"Maybe, depends on the Coach"
21,Head of HR and Admin,"Middle Management (Manager, Senior Manager)",Myanmar,Not sure,Yes,Mental Health,Yes,No,"company provide medical insurance for staff, organized mental health webinars and cover the cost of mental health counselling when needed. ",No,Yes,"coffee, tea, snack bar",Yes,provide gym room but it is closed due to covid,Yes,ergonomic chair,none at the moment due to covid and country's political conditions,nil,"dynamic, supportive ","Tin Maung Maung, Kyay Mon Win","Tin Maung Maung, Kyay Mon Win",Daily,Most days,Most days,Most days,Once a week,Most days,Once a week,Once a week,Most days,Rarely / Never,Rarely / Never,Once a week,Half the time,1,2,2,6,4,5,3,1,1,2,2,4,2,workload and internal/external unstable conditions make difficulties to improve QWL.  ,1,"Maybe, depends on the time committment"
32,C&B Specialist,"Middle Management (Manager, Senior Manager)",Thailand,Yes,Yes,Stress management;Nutrition;Exercise & Fitness;Yoga;Mental Health;Workplace Hygiene;Holistic Wellness;Leadership,Yes,Yes,"Yoga classes, fitness, football team, ",No,No,,Yes,gym,Yes,"standup desk, ergonomic chair, yoga mat, stability ball, stress balls, noise-cancelling headphones, phone booths)","monthly team building workshops, yoga classes",health check-ups,good health good run to the winner,Sinee Kesdech : Lunch as a team,"Sarayut Sarayot, Todwisit Akaraguntrakorn : They are knowledgeable about personal wellness.",Daily,Daily,Daily,Daily,Daily,Daily,Once a week,Most days,Most days,Most days,Most days,Once a week,Once a week,3,3,3,3,2,2,2,2,3,3,2,3,2,"No, because it's a good place to work.",1,"Yes, absolutely"
19,"Human Resources BP Manager, CS, F&A, IT, Management Group","Middle Management (Manager, Senior Manager)",Japan,Yes,Yes,Stress management;Mental Health,Yes,Yes,"Company has condacted some activites such as walking, hiking outside of the office.",No,No,,Yes,"Massage room, Sleeping room",Yes,Air clerner,"Yuichi Oana, Yoshiyuki Sasaki",Health check-ups,"Passionate, Kind","Yuichi Oana, Kyohei Morita",Yoshiyuki Sasaki,Most days,Most days,Half the time,Most days,Half the time,Most days,Rarely / Never,Once a week,Half the time,Once a week,Once a week,Rarely / Never,Once a week,2,1,3,3,3,2,2,2,2,3,1,3,3,I do not have the idea because I am really satisfied by the system for health/well-being Company has provided. ,1,No thanks
27,Business HR Manager,"Middle Management (Manager, Senior Manager)",Thailand,Yes,Yes,Nutrition;Exercise & Fitness;Yoga;Workplace Hygiene,Yes,Yes,Set up 4 sport clubs and encourage staff to join,No,Yes,"Juices, Healthy snack i.e. nuts, coffee, tea, and having ice maker in office",Yes,Gym at office,Yes,"Quarterly monitor lighting and dust in office and warehouse, stress ball provided, standard desk and chair and allow WFH staff to borrow chair to back to WFH","Before Covid wave 4 in Thailand, staff join football, yoga, badminton and running club every week","Health check up, Safety committee meeting to bring the team issue/concern to discuss","Motivated people, People first","Anyaporn Charoenkitsiriwong, Anyaporn Thongsud ","Waraluck Chanthaso, Surasak Sungkamanee (",Most days,Most days,Daily,Daily,Most days,Most days,Rarely / Never,Most days,Half the time,Rarely / Never,Once a week,Half the time,Half the time,5,2,6,3,1,3,4,2,3,1,3,5,3,Would be great if have any tips to manage stress or remain team engagement during WFH,1,"Yes, absolutely"
28,HR Manager,"Middle Management (Manager, Senior Manager)",Indonesia & E. Timor,Yes,Yes,Stress management;Ergonomics;Mindfulness;Breathing;Workplace Hygiene,Yes,Yes,"Birotika Club (BC) for support sport (badminton, basket, cycling, etc) and hobby (hiking, fishing, Yoga).  ",Yes,Yes,"Fruit, bottled mineral water, snack bars, juice, coffee, tea, healthy snack vending machines.",Yes,"gym, karaoke room.",Yes,"ergonomic chair, yoga mat, stress balls, ",Yoga classes,Health check-up.,"Happy, can do, passion.",Melisa Kurniawati and Rosalia Dwita Sulistyowati,Melisa Kurniawati and Rany Anggrainy,Daily,Most days,Most days,Most days,Daily,Daily,Most day,Once a week,Half the time,Once a week,Rarely / Never,Once a week,Half the time,5,5,5,3,2,3,1,3,3,2,2,2,3,Please increase insurance benefit,1,"Maybe, depends on the time committment"
36,"HRBP, Manager Talent Management and L&D","Middle Management (Manager, Senior Manager)",Pakistan,Yes,Yes,Stress management;Nutrition;Sleep;Exercise & Fitness;Mental Health;Workplace Hygiene;Holistic Wellness;Leadership,Yes,Yes,"Football; Gym, Cricket; Team Getaways",Yes,Yes,"Tea, Coffee, Bottled Mineral Water, Fresh fruit juices and shakes; healthy meals",Yes,Gym; Green Cafeteria; Entertainment Area; Garden; Rooftop ,Yes,anti-fatigue mats; ergonomic chairs; yoga mat,Suggestion Box; Wekly team connects; Daily fitness class; further education assistance; child's education assistance,medical check up at the the time of employment; ,Caring; Passionate; Open,Muhammad Rizwan & Faisal Hamidi,Irfan ul Haq & Amin Karim,Daily,Daily,Daily,Most days,Daily,Daily,Most day,Daily,Daily,Half the time,Once a week,Daily,Most days,5,6,4,6,6,6,6,6,6,5,6,6,6,Its great,1,"Yes, absolutely"
18,HR BP Manager,"Middle Management (Manager, Senior Manager)",Bangladesh,Yes,Yes,Exercise & Fitness;Zumba,No,Yes,Company supports the employees for healthiness under the FFW-FFL banner. Company also support the DGH activities.,No,No,N/A,No,N/A,No,N/A,Nothing currently,Nothing currently,"A real diversified company, encourage speak-up ",N/A,Taufica Erfan & Abu Tareq,Most days,Daily,Daily,Daily,Most days,Daily,Once a week,Half the time,Half the time,Once a week,Once a week,Half the time,Once a week,1,1,2,2,1,1,2,1,1,3,1,2,2,Looking forward to have a great session,1,"Maybe, depends on the time committment"
24,"Senior Manager, Talent Management and Acquisition and L&D","Middle Management (Manager, Senior Manager)",Thailand,Yes,Yes,Leadership,Yes,Yes,"Yoga, Badminton, Football",No,No,,Yes,gym,No,,N/A,health check-ups,"Great place to work, work hard play hard","Ladawan Jaito, Wiphawi Yemchaiphoom","Khingpai Viyanut, Anant Pamornpathomkul",Most days,Daily,Daily,Daily,Most days,Half the time,Rarely / Never,Once a week,Once a week,Rarely / Never,Most days,Most days,Half the time,2,1,2,2,1,2,2,2,1,2,1,2,1,Being present,1,"Yes, absolutely"
38,HR Executive,Staff,Indonesia & E. Timor,Yes,Yes,Stress management;Mindfulness;Mental Health,Yes,Yes,,Yes,Yes,,Yes,"Gym, Open Space",Yes,"standup desk, ergonomic chair, headphones","Smart class : Mindfulness, Mental Health Management",Regular checking with team,Care with each other,Melisa Kurniawati & Rosalia Dwita,Melisa Kurniawati & Clarisa Wirija,Most days,Most days,Daily,Most days,Most days,Most days,Half the time,Most days,Most days,Most days,Most days,Most days,Most days,4,3,1,5,6,3,2,6,4,5,1,2,3,We need to be reminded to taking care of ourselves and be mindful,1,"Yes, absolutely"
24,Manager - Talent Acquisition and Analytics,"Middle Management (Manager, Senior Manager)",Singapore,Yes,Yes,Stress management;Mindfulness;Mental Health,Yes,No,,Yes,Yes,"water, coffee and tea",Yes,gym,Yes,standup desk,"annual medical check ups, annual workshops on mindfulness and team building",health checkup,"open, collaborative , respectful",NA,NA,Most days,Most days,Most days,Most days,Most days,Most days,Most day,Once a week,Rarely / Never,Rarely / Never,Half the time,Once a week,Rarely / Never,3,1,4,1,1,6,4,1,5,3,6,5,2,NA,0,"Maybe, depends on the Coach"
30,HR Business Partner,"Middle Management (Manager, Senior Manager)",Sri Lanka,Yes,No,Stress management,Yes,No,,No,Yes,"Mineral water, Coffee, tea",No,,No,,continuing education opportunities,health check-ups,Best day everyday,No Specific Person,No Specific Person,Once a week,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,1,1,3,1,1,1,1,1,1,1,1,1,1,No,0,"Yes, absolutely"
28,HR Administrator,Entry (Associate),New Zealand,Yes,Yes,Stress management;Exercise & Fitness;Ergonomics;Mindfulness;Mental Health;Leadership,Yes,Yes,"Volleyball - allocated times for staff to play in the competition during work hours; fundraising for womens refuge, daffodil day, anzac day, breast cancer awareness, fit4life challenge to encourage employees to increase their step count and focus on their wellbeing  ",Yes,Yes,Prior to covid alert level 4 we have weekly fruit deliveries for the business,No,,Yes,Full ergonomic desk set up for staff through an external provider; stand up desks being rolled out across the office,Subscription to health ad wellbeing newsletter promoting all sorts of heath and wellbeing advice; monthly 121's to discuss any work and non-related work topics with direct supervisor ,annual health checks; mole checks and surveys ,"caring, generous and motivating",Stevie Thompson & Michelle Hamill,Maree Lane and Tania Young,Most days,Most days,Daily,Most days,Most days,Most days,Most day,Half the time,Rarely / Never,Rarely / Never,Rarely / Never,Rarely / Never,Most days,2,3,4,4,3,2,1,1,1,2,1,5,4,no,0,"Maybe, depends on the time committment"
